id,faithfulness,answer_relevancy,context_relevancy,label
10736,1.0,0.7635808340914013,0.8571428571428571,1
12719,1.0,0.6094490954721753,0.875,1
17806,1.0,0.8710162925384356,1.0,1
14675,1.0,0.6975968616609235,0.6363636363636364,1
16014,1.0,0.7663538331876408,0.6666666666666666,1
12260,1.0,0.4738468700509409,0.3888888888888889,1
18503,1.0,0.7384358890287572,0.4285714285714285,1
14592,1.0,0.7958354397641062,0.9230769230769232,1
18968,1.0,0.9029776675742266,1.0,1
12812,1.0,0.6125287823521279,0.5714285714285714,1
12598,1.0,0.7488626609490637,1.0,1
16818,1.0,0.8416452782365423,0.8333333333333334,1
15424,0.7692307692307693,0.6729222566937915,0.1428571428571428,1
10445,1.0,0.7118897910459291,0.6,1
14034,1.0,0.7999342294133989,0.9,1
15293,1.0,0.678093156203743,1.0,1
11107,1.0,0.6528829170803033,0.6,1
10629,1.0,0.6621962245299603,0.3333333333333333,1
10762,1.0,0.4807008969106731,0.2,1
19228,1.0,0.7557778277752275,0.1818181818181818,1
18317,1.0,0.781996837063699,0.5,1
19112,1.0,0.577494654766973,0.8571428571428571,1
16639,1.0,0.573577295347668,0.2,1
10104,0.8461538461538461,0.5492952519618344,0.0909090909090909,1
18152,1.0,0.7901432909777513,1.0,1
13804,1.0,0.4196774710508972,0.5,1
11535,1.0,0.8641031515882401,0.5,1
11534,1.0,0.5749792752285737,0.1666666666666666,1
12247,1.0,0.5116539565266675,0.3846153846153846,1
12186,1.0,0.8129408378246814,1.0,1
19011,1.0,0.7890582685174338,0.25,1
15199,1.0,0.7892237246128836,0.238095238095238,1
17182,1.0,0.7842002380557359,0.7777777777777778,1
13513,0.1428571428571428,0.7107207423137862,0.1428571428571428,1
15267,1.0,0.7865502550857709,0.7142857142857143,1
10163,1.0,0.6529833644731557,0.5,1
19276,1.0,0.90651496431156,0.7142857142857143,1
14925,1.0,0.8818906448577742,0.8181818181818182,1
12165,1.0,0.6357463564434263,0.625,1
16239,0.8,0.7965433176645808,0.75,1
19446,1.0,0.0,1.0,1
14401,1.0,0.0,0.4,1
16117,1.0,0.648486153731748,0.25,1
19231,0.875,0.7346353577738652,1.0,1
14652,1.0,0.7886461398191441,1.0,1
16640,1.0,0.8826873479224702,0.7142857142857143,1
11969,1.0,0.8829789140913568,0.25,1
13868,1.0,0.9029746565829364,1.0,1
9844,0.875,0.5792591364776786,0.25,1
19013,1.0,0.6740034264889592,0.6363636363636364,1
10250,0.8888888888888888,0.8103609170133531,0.6,1
16305,1.0,0.4317919465072589,0.5,1
11672,1.0,0.7505799257320668,1.0,1
19377,0.8333333333333334,0.5464069747744493,0.5,1
16492,1.0,0.579337555807356,0.1111111111111111,1
14506,1.0,0.881578709325861,0.5,1
10274,0.875,0.7334295244129758,0.5,1
18087,0.6428571428571429,0.9195076656423394,0.1875,1
13623,0.8,0.6737662006312758,0.1111111111111111,1
16455,1.0,0.759597514589752,1.0,1
12705,1.0,0.7518056530940515,0.3076923076923077,1
14086,1.0,0.5132559412949245,0.4,1
17913,1.0,0.6756909877356917,0.5,1
18715,1.0,0.6265505984826305,0.4285714285714285,1
15667,1.0,0.7636534946283953,0.4444444444444444,1
9920,1.0,0.4607923993077739,1.0,1
14668,1.0,0.6224433702062441,0.25,1
15784,0.7142857142857143,0.7730997345615415,1.0,1
18237,1.0,0.4713009867737225,0.75,1
19202,1.0,0.4583418659519759,0.1666666666666666,1
14461,1.0,0.6319862771145711,0.3333333333333333,1
13980,1.0,0.7477657181084846,0.5454545454545454,1
17328,1.0,0.6811711536986707,0.2857142857142857,1
19480,1.0,0.8539433352776452,0.5,1
13909,1.0,0.6182949343116954,0.2,1
16276,1.0,0.5059574142702074,0.5,1
10740,1.0,0.7843749783308405,0.5,1
18326,1.0,0.6746488698711355,0.0833333333333333,1
13346,1.0,0.7173072408506408,0.6,1
12356,1.0,0.0,0.3333333333333333,1
10368,1.0,0.4218309569180658,0.1818181818181818,1
16632,0.875,0.8282306710887993,0.3333333333333333,1
10188,1.0,0.6589497507437428,0.1666666666666666,1
16735,1.0,0.5741386888896681,0.1666666666666666,1
9839,1.0,0.7667064974051135,0.4,1
18791,1.0,0.8610491945714852,0.5714285714285714,1
15447,1.0,0.8354808500980191,0.375,1
18800,0.8333333333333334,0.7076667845312604,0.25,1
12321,1.0,0.6443294831990622,0.5,1
17849,1.0,0.6694921262712855,0.3333333333333333,1
12014,1.0,0.7893781204463828,1.0,1
15747,1.0,0.7813986338071746,1.0,1
17923,1.0,0.9074099883528564,0.2272727272727272,1
15614,1.0,0.5256301818032212,0.2857142857142857,1
13636,1.0,0.9354792480635966,0.5454545454545454,1
16357,1.0,0.5606829429381002,0.1,1
10592,1.0,0.8701680741581409,0.7142857142857143,1
10148,1.0,0.5199497046511218,0.6,1
9978,1.0,0.5498799254073243,0.0909090909090909,1
17673,1.0,0.6540184451030937,0.5714285714285714,1
18649,1.0,0.7768663710038224,1.0,1
15820,1.0,0.6347120737391171,0.8,1
16634,1.0,0.4777796053819909,0.1,1
15029,1.0,0.8165714190817909,0.2352941176470588,1
12338,1.0,0.0,0.375,1
18651,1.0,0.6497729644850804,0.4285714285714285,1
17947,1.0,0.6078034541669697,0.3333333333333333,1
15555,1.0,0.6192504938248526,0.1428571428571428,1
10972,1.0,0.4196814215337957,0.3333333333333333,1
11345,1.0,0.5440079293645984,0.1,1
10579,1.0,0.6900230600063516,0.5,1
17500,1.0,0.6318292932895098,0.125,1
19193,0.8,0.466826426740496,0.875,1
11233,1.0,0.6831693571824914,0.1666666666666666,1
13715,1.0,0.8906981303974876,0.4545454545454545,1
15478,0.875,0.6238237887742994,0.0,1
16238,1.0,0.4836364251786461,1.0,1
10842,1.0,0.4585612006492907,1.0,1
12042,1.0,0.905065868643996,0.6,1
13954,1.0,0.6845399796608184,1.0,1
13604,1.0,0.8544092695324638,1.0,1
18504,0.8333333333333334,0.6766219624703629,0.8,1
15297,1.0,0.7468176602747851,1.0,1
19039,0.9230769230769232,0.7623882138808186,0.5,1
14830,1.0,0.0,0.3333333333333333,1
12411,1.0,0.6456275197428661,0.3076923076923077,1
13657,1.0,0.7171618424754156,0.1666666666666666,1
12614,1.0,0.8508464678716311,0.4444444444444444,1
10674,1.0,0.7462682948606726,1.0,1
13347,1.0,0.7549815789419387,0.4285714285714285,1
13147,0.8,0.6218174997196472,0.1428571428571428,1
15868,1.0,0.852996448633275,0.2,1
14144,1.0,0.6986903628643502,0.75,1
12307,1.0,0.8024086558116176,1.0,1
12476,1.0,0.9180635648052068,1.0,1
12500,0.5,0.7243204036781913,0.1,1
18190,1.0,0.7859551664097827,0.4444444444444444,1
15758,1.0,0.8219609767957469,0.4545454545454545,1
12375,0.6,0.67948272321074,0.5714285714285714,1
13133,1.0,0.7281669299424495,1.0,1
17197,1.0,0.8046254793606414,0.4285714285714285,1
17145,1.0,0.0,0.0769230769230769,1
11264,1.0,0.0,0.6666666666666666,1
14619,0.8,0.630364964054683,0.125,1
16576,1.0,0.7663178481493785,0.6,1
16995,1.0,0.6237094197195056,0.8888888888888888,1
18637,1.0,0.3552474813816123,0.2,1
10183,1.0,0.4511804478782559,0.3333333333333333,1
11585,1.0,0.7926827399633197,0.4285714285714285,1
10828,1.0,0.6109481291169783,0.5,1
15372,1.0,0.5683793484516922,0.25,1
9700,1.0,0.8382453844138734,0.7142857142857143,1
12606,1.0,0.6187970099237944,0.375,1
13348,1.0,0.6107408052241744,0.1111111111111111,1
16780,1.0,0.5665172169093597,0.5,1
9995,1.0,0.7543113307285787,0.1666666666666666,1
13321,1.0,0.5373739560798285,1.0,1
16852,1.0,0.5791745364036253,0.8,1
11869,0.2,0.7626292252354205,0.5,1
19318,1.0,0.555750313993063,0.0909090909090909,1
15920,0.6,0.6856827778310057,0.6428571428571429,1
14151,1.0,0.5560198366445276,0.1666666666666666,1
17675,1.0,0.8222254199763679,1.0,1
17095,1.0,0.4128831065225358,0.6,1
11626,1.0,0.7641881923015945,0.1666666666666666,1
9996,1.0,0.7497598899149084,0.75,1
13253,0.9333333333333332,0.728910864309024,0.75,1
16743,1.0,0.727230531274946,0.25,1
11273,1.0,0.7191634074505279,0.8571428571428571,1
14667,1.0,0.7756753076769217,0.8571428571428571,1
14227,1.0,0.5706960153012678,0.4,1
14378,1.0,0.6733022844673675,0.375,1
14301,1.0,0.8876752459097709,0.75,1
12564,1.0,0.7349615664996786,0.2,1
16240,1.0,0.5296862416418826,1.0,1
12641,1.0,0.4801462848195347,0.0,1
18523,1.0,0.2135228265552527,0.2,1
10959,1.0,0.5537329831078409,0.125,1
13820,1.0,0.8120100696696779,0.0909090909090909,1
18988,1.0,0.5965908390043353,0.75,1
15606,1.0,0.6186913980296204,0.3333333333333333,1
17183,1.0,0.8236807736546377,0.4,1
11510,1.0,0.7824405193308738,0.8,1
12525,1.0,0.6267114113776507,0.25,1
18296,0.875,0.6052997532520946,0.8333333333333334,1
18158,1.0,0.6882731509089376,0.5,1
9939,1.0,0.4797810390593374,0.3333333333333333,1
11004,0.8333333333333334,0.6507617867439646,0.4444444444444444,1
12050,1.0,0.7727112327139776,0.3333333333333333,1
18351,1.0,0.581100716719844,0.25,1
14196,1.0,0.7565025637575123,0.1428571428571428,1
10641,1.0,0.4400698618535401,0.1428571428571428,1
14076,1.0,0.6755489064010997,0.625,1
14315,1.0,0.6673395174802116,0.1666666666666666,1
11005,1.0,0.5049676707621615,0.2857142857142857,1
19101,1.0,0.861513412150166,0.4285714285714285,1
11596,0.8333333333333334,0.4466740798016324,0.1818181818181818,1
10244,0.8571428571428571,0.7406993303741922,0.8571428571428571,1
12538,1.0,0.6382933122989815,0.25,1
15530,1.0,0.7764130076410312,0.5714285714285714,1
11488,1.0,0.6831231021979282,0.6,1
18809,1.0,0.8363595033424209,0.4166666666666667,1
18712,1.0,0.8217524827699667,0.625,1
9919,1.0,0.5984020201383267,0.3333333333333333,1
9929,1.0,0.7875047223476853,0.4285714285714285,1
17251,1.0,0.7412562908292931,0.75,1
17186,1.0,0.7323010334679062,0.7777777777777778,1
19256,0.9090909090909092,0.8628647112149096,0.8333333333333334,1
10665,1.0,0.526562736641226,0.3333333333333333,1
16499,1.0,0.5493470413775164,0.3076923076923077,1
14705,1.0,0.5813180559875318,0.4444444444444444,1
19624,0.7777777777777778,0.6686275847141849,0.1818181818181818,1
9696,1.0,0.7565691082706075,0.7142857142857143,1
15312,1.0,0.5905865444239374,0.3076923076923077,1
19591,1.0,0.0,0.9090909090909092,1
13391,1.0,0.8071904264333561,0.4,1
15195,1.0,0.7026335213477791,0.5,1
16674,1.0,0.0,0.5,1
16615,1.0,0.658095191233805,1.0,1
14897,1.0,0.7664814381699233,0.75,1
17035,1.0,0.6106324004246146,0.625,1
10996,1.0,0.6356127670559176,0.1666666666666666,1
14361,1.0,0.7129498548377159,0.5,1
14389,1.0,0.7438909196341849,0.1875,1
17051,1.0,0.8449896037622792,0.2,1
11638,1.0,0.6562446375467813,0.25,1
19694,1.0,0.6336074947424294,0.2,1
16907,1.0,0.6806283059313399,0.3333333333333333,1
16621,1.0,0.4350356400674997,0.8333333333333334,1
15323,1.0,0.7196120572909678,0.125,1
16422,1.0,0.4559854735896513,0.1666666666666666,1
13590,1.0,0.9326587215737668,0.75,1
12903,1.0,0.6372181139526204,0.5,1
17154,1.0,0.8000654134937794,0.6,1
10294,1.0,0.8750353055525907,0.5714285714285714,1
11478,0.75,0.8257528156763413,0.5,1
19690,1.0,0.5648714657405527,0.5,1
13491,1.0,0.4816078243310142,1.0,1
13333,1.0,0.8743295477286522,0.2,1
14325,1.0,0.8750242109231111,0.75,1
14116,1.0,0.6879781573513825,1.0,1
15201,1.0,0.8508802031572488,0.1666666666666666,1
16849,1.0,0.803200951449027,0.5,1
12632,1.0,0.6843049680044443,1.0,1
15350,1.0,0.7493148653967796,0.2,1
17204,1.0,0.7252851843948024,0.4,1
19257,0.8888888888888888,0.7544125803760678,1.0,1
10813,1.0,0.6687680543579241,0.8,1
13007,1.0,0.6262887592841389,0.2,1
18131,1.0,0.9468129374367784,1.0,1
17006,1.0,0.8882844505550246,0.5,1
10299,1.0,0.748720086389465,0.1666666666666666,1
15294,1.0,0.4426792349378939,0.8571428571428571,1
17147,1.0,0.7149416400002585,1.0,1
14237,1.0,0.854498792705758,0.4,1
11258,1.0,0.8509470228407925,0.75,1
9803,1.0,0.833401858561329,1.0,1
13157,1.0,0.7979514593823526,0.8,1
15712,1.0,0.6707225284661528,1.0,1
10158,1.0,0.5669651011700639,0.2,1
11587,1.0,0.7037734316863563,1.0,1
15809,1.0,0.5598186031201172,0.25,1
16882,1.0,0.8856698114970832,1.0,1
17138,1.0,0.6032617505145872,0.6666666666666666,1
14045,1.0,0.6511142306415515,0.6666666666666666,1
11735,1.0,0.513822073777528,0.125,1
18493,1.0,0.6519942323096046,0.2352941176470588,1
19403,1.0,0.5129353641753905,0.1,1
18460,1.0,0.5731730522491463,0.1666666666666666,1
19033,1.0,0.5890299995937048,0.4,1
13999,0.75,0.4801540123836418,0.375,1
18738,1.0,0.7656957801213896,0.2857142857142857,1
13482,1.0,0.5260788560531243,0.5714285714285714,1
9772,1.0,0.718800185839292,1.0,1
9905,1.0,0.5565177214086531,0.2,1
15219,1.0,0.7239156975361848,0.5,1
14208,1.0,0.6994899979978664,0.5,1
17852,1.0,0.7437675822741184,0.4285714285714285,1
12283,0.8333333333333334,0.7703425491162573,0.1333333333333333,1
15156,1.0,0.6046679672576751,0.5,1
12922,1.0,0.8725167917400558,1.0,1
18252,1.0,0.8680778963269661,1.0,1
13232,1.0,0.6383244216337527,0.5714285714285714,1
12384,1.0,0.5601485354328211,0.25,1
19398,1.0,0.5614720306714501,0.8333333333333334,1
13034,1.0,0.6626383690890982,0.8,1
12078,1.0,0.6191767028577705,0.25,1
12914,1.0,0.4613568058065939,0.28,1
10583,1.0,0.8613096507001184,0.0833333333333333,1
14481,1.0,0.7487410075782196,0.2666666666666666,1
10000,1.0,0.7347095699702955,0.3333333333333333,1
15546,1.0,0.4099996742786095,0.3333333333333333,1
15291,1.0,0.2867323208575472,0.125,1
13453,1.0,0.8883482044245411,0.7777777777777778,1
12653,1.0,0.8476357018437238,0.0,1
15686,1.0,0.7466925286403437,1.0,1
13483,1.0,0.7379646052552569,0.3333333333333333,1
11456,1.0,0.8435698381862174,0.25,1
11429,1.0,0.5243493384314536,1.0,1
13951,1.0,0.7418660401653594,0.5,1
19005,1.0,0.8547237100819584,0.6666666666666666,1
11868,1.0,0.5442507439601552,0.25,1
15849,1.0,0.8228858762933141,1.0,1
13505,1.0,0.2135324286167165,0.1428571428571428,1
10985,1.0,0.920281135333232,0.6,1
11915,1.0,0.546114260267433,0.3333333333333333,1
9728,1.0,0.0,0.1666666666666666,1
11668,1.0,0.6462572762347879,1.0,1
14092,1.0,0.6115170983270958,0.25,1
11006,1.0,0.6238178711486214,0.6666666666666666,1
15290,1.0,0.656190007872433,0.5,1
18985,1.0,0.5245278088201094,0.2,1
13104,1.0,0.2155264283451117,0.2,1
18300,0.875,0.6551742371465379,0.8333333333333334,1
10945,1.0,0.8477664017751264,0.5,1
14855,1.0,0.9273841739208452,0.75,1
15848,1.0,0.4638744953235705,0.3333333333333333,1
17676,1.0,0.4685125627210116,0.5,1
18145,0.5,0.5455159926416476,0.0625,1
13194,1.0,0.8070280235044547,0.3333333333333333,1
17280,1.0,0.6048084714448945,0.0769230769230769,1
11859,1.0,0.6675167183789635,0.4444444444444444,1
12851,1.0,0.5289985735367357,0.5,1
11170,1.0,0.8655561056893942,0.625,1
18790,0.75,0.6110502416230176,0.1666666666666666,1
12059,1.0,0.7794413679511258,0.1428571428571428,1
14806,1.0,0.7230134285372701,0.1428571428571428,1
11932,1.0,0.7352072604921812,0.4,1
11130,1.0,0.6416608851143933,1.0,1
11146,1.0,0.637206491662692,0.3333333333333333,1
14838,1.0,0.4918661535695074,0.3333333333333333,1
16264,1.0,0.5342541464229368,0.125,1
11803,0.8571428571428571,0.2864925169906544,0.5714285714285714,1
11312,1.0,0.8027318981394678,1.0,1
19295,0.5,0.8489479140808394,0.5,1
12684,1.0,0.8757446921025003,0.375,1
16427,1.0,0.7378513341442005,0.25,1
12245,1.0,0.3984311824917135,0.3333333333333333,1
15460,1.0,0.5392697976160047,0.4,1
15251,1.0,0.4316116544592485,0.2,1
12406,1.0,0.6267699658243483,1.0,1
13257,1.0,0.8325897638665065,0.0909090909090909,1
11691,1.0,0.786948337890828,0.25,1
10505,1.0,0.6950099813484033,1.0,1
12895,1.0,0.3436954341522515,1.0,1
13965,1.0,0.5909583194890619,0.8571428571428571,1
16106,1.0,0.6773602986386201,1.0,1
16086,1.0,0.4618421518655433,0.75,1
15757,0.8,0.1541801368251701,0.1428571428571428,1
9750,1.0,0.7635034527461939,0.3333333333333333,1
11007,1.0,0.5838727121599749,0.1428571428571428,1
11137,0.75,0.6085512544474315,1.0,1
11169,1.0,0.637681102592251,0.2222222222222222,1
