id,label,faithfulness,answer_relevancy,context_relevancy,filter_label,filter_confidence
10736,1,1.0,0.7635808340914013,0.8571428571428571,1,0.9840436934573109
12719,1,1.0,0.6094490954721753,0.875,1,0.9860799155310731
17806,1,1.0,0.8710162925384356,1.0,1,0.9860755863973473
14675,1,1.0,0.6975968616609235,0.6363636363636364,1,0.9840219508144106
16014,1,1.0,0.7663538331876408,0.6666666666666666,1,0.9856762158009952
12260,1,1.0,0.4738468700509409,0.3888888888888889,1,0.9701357036916869
18503,1,1.0,0.7384358890287572,0.4285714285714285,1,0.9771361564133535
14592,1,1.0,0.7958354397641062,0.9230769230769232,1,0.9875550800742092
18968,1,1.0,0.9029776675742266,1.0,1,0.9860755863973473
12812,1,1.0,0.6125287823521279,0.5714285714285714,1,0.9818757853615256
12598,1,1.0,0.7488626609490637,1.0,1,0.9880273049778322
16818,1,1.0,0.8416452782365423,0.8333333333333334,1,0.9862628419323689
15424,1,0.7692307692307693,0.6729222566937915,0.1428571428571428,0,0.07515465352523484
10445,1,1.0,0.7118897910459291,0.6,1,0.9840219508144106
14034,1,1.0,0.7999342294133989,0.9,1,0.9875550800742092
15293,1,1.0,0.678093156203743,1.0,1,0.9860799155310731
11107,1,1.0,0.6528829170803033,0.6,1,0.9818757853615256
10629,1,1.0,0.6621962245299603,0.3333333333333333,1,0.9774121082494477
10762,1,1.0,0.4807008969106731,0.2,1,0.9842668725949699
19228,1,1.0,0.7557778277752275,0.1818181818181818,1,0.9867867295393927
18317,1,1.0,0.781996837063699,0.5,1,0.9837891533064441
19112,1,1.0,0.577494654766973,0.8571428571428571,1,0.9860799155310731
16639,1,1.0,0.573577295347668,0.2,1,0.9842668725949699
10104,1,0.8461538461538461,0.5492952519618344,0.0909090909090909,0,0.052573156270084694
18152,1,1.0,0.7901432909777513,1.0,1,0.9875550800742092
13804,1,1.0,0.4196774710508972,0.5,1,0.9790846635101063
11535,1,1.0,0.8641031515882401,0.5,1,0.98187017278613
11534,1,1.0,0.5749792752285737,0.1666666666666666,1,0.9442166915431994
12247,1,1.0,0.5116539565266675,0.3846153846153846,1,0.9701357036916869
12186,1,1.0,0.8129408378246814,1.0,1,0.9875550800742092
19011,1,1.0,0.7890582685174338,0.25,1,0.9904074092440582
15199,1,1.0,0.7892237246128836,0.238095238095238,1,0.9904074092440582
17182,1,1.0,0.7842002380557359,0.7777777777777778,1,0.9866109581861375
13513,1,0.1428571428571428,0.7107207423137862,0.1428571428571428,0,0.07340104838570767
15267,1,1.0,0.7865502550857709,0.7142857142857143,1,0.9866109581861375
10163,1,1.0,0.6529833644731557,0.5,1,0.9818757853615256
19276,1,1.0,0.90651496431156,0.7142857142857143,1,0.9850209265870249
14925,1,1.0,0.8818906448577742,0.8181818181818182,1,0.9850209265870249
12165,1,1.0,0.6357463564434263,0.625,1,0.9818757853615256
16239,1,0.8,0.7965433176645808,0.75,1,0.6170339522672015
19446,1,1.0,0.0,1.0,1,0.9939022499075513
14401,1,1.0,0.0,0.4,1,0.9547046386840342
16117,1,1.0,0.648486153731748,0.25,1,0.9892666722119754
19231,1,0.875,0.7346353577738652,1.0,1,0.5674595658955343
14652,1,1.0,0.7886461398191441,1.0,1,0.9875550800742092
16640,1,1.0,0.8826873479224702,0.7142857142857143,1,0.9850209265870249
11969,1,1.0,0.8829789140913568,0.25,1,0.9892633233656037
13868,1,1.0,0.9029746565829364,1.0,1,0.9860755863973473
9844,1,0.875,0.5792591364776786,0.25,0,0.15530200145025116
19013,1,1.0,0.6740034264889592,0.6363636363636364,1,0.9818757853615256
10250,1,0.8888888888888888,0.8103609170133531,0.6,0,0.3354737931152931
16305,1,1.0,0.4317919465072589,0.5,1,0.9790846635101063
11672,1,1.0,0.7505799257320668,1.0,1,0.9880273049778322
19377,1,0.8333333333333334,0.5464069747744493,0.5,0,0.4576561465237776
16492,1,1.0,0.579337555807356,0.1111111111111111,1,0.9911779912120238
14506,1,1.0,0.881578709325861,0.5,1,0.98187017278613
10274,1,0.875,0.7334295244129758,0.5,0,0.38297033390940405
18087,1,0.6428571428571429,0.9195076656423394,0.1875,0,0.08688073627448165
13623,1,0.8,0.6737662006312758,0.1111111111111111,0,0.2721331866544527
16455,1,1.0,0.759597514589752,1.0,1,0.9880273049778322
12705,1,1.0,0.7518056530940515,0.3076923076923077,1,0.9907724132708638
14086,1,1.0,0.5132559412949245,0.4,1,0.9701357036916869
17913,1,1.0,0.6756909877356917,0.5,1,0.9818757853615256
18715,1,1.0,0.6265505984826305,0.4285714285714285,1,0.9740894474155827
15667,1,1.0,0.7636534946283953,0.4444444444444444,1,0.9792375342093417
9920,1,1.0,0.4607923993077739,1.0,1,0.9839256288522966
