id,label,faithfulness,answer_relevancy,context_relevancy
10736,1,1.0,0.7635808340914013,0.8571428571428571
12719,1,1.0,0.6094490954721753,0.875
17806,1,1.0,0.8710162925384356,1.0
14675,1,1.0,0.6975968616609235,0.6363636363636364
16014,1,1.0,0.7663538331876408,0.6666666666666666
12260,1,1.0,0.4738468700509409,0.3888888888888889
18503,1,1.0,0.7384358890287572,0.4285714285714285
14592,1,1.0,0.7958354397641062,0.9230769230769232
18968,1,1.0,0.9029776675742266,1.0
12812,1,1.0,0.6125287823521279,0.5714285714285714
12598,1,1.0,0.7488626609490637,1.0
16818,1,1.0,0.8416452782365423,0.8333333333333334
15424,1,0.7692307692307693,0.6729222566937915,0.1428571428571428
10445,1,1.0,0.7118897910459291,0.6
14034,1,1.0,0.7999342294133989,0.9
15293,1,1.0,0.678093156203743,1.0
11107,1,1.0,0.6528829170803033,0.6
10629,1,1.0,0.6621962245299603,0.3333333333333333
10762,1,1.0,0.4807008969106731,0.2
19228,1,1.0,0.7557778277752275,0.1818181818181818
18317,1,1.0,0.781996837063699,0.5
19112,1,1.0,0.577494654766973,0.8571428571428571
16639,1,1.0,0.573577295347668,0.2
10104,1,0.8461538461538461,0.5492952519618344,0.0909090909090909
18152,1,1.0,0.7901432909777513,1.0
13804,1,1.0,0.4196774710508972,0.5
11535,1,1.0,0.8641031515882401,0.5
11534,1,1.0,0.5749792752285737,0.1666666666666666
12247,1,1.0,0.5116539565266675,0.3846153846153846
12186,1,1.0,0.8129408378246814,1.0
19011,1,1.0,0.7890582685174338,0.25
15199,1,1.0,0.7892237246128836,0.238095238095238
17182,1,1.0,0.7842002380557359,0.7777777777777778
13513,1,0.1428571428571428,0.7107207423137862,0.1428571428571428
15267,1,1.0,0.7865502550857709,0.7142857142857143
10163,1,1.0,0.6529833644731557,0.5
19276,1,1.0,0.90651496431156,0.7142857142857143
14925,1,1.0,0.8818906448577742,0.8181818181818182
12165,1,1.0,0.6357463564434263,0.625
16239,1,0.8,0.7965433176645808,0.75
19446,1,1.0,0.0,1.0
14401,1,1.0,0.0,0.4
16117,1,1.0,0.648486153731748,0.25
19231,1,0.875,0.7346353577738652,1.0
14652,1,1.0,0.7886461398191441,1.0
16640,1,1.0,0.8826873479224702,0.7142857142857143
11969,1,1.0,0.8829789140913568,0.25
13868,1,1.0,0.9029746565829364,1.0
9844,1,0.875,0.5792591364776786,0.25
19013,1,1.0,0.6740034264889592,0.6363636363636364
10250,1,0.8888888888888888,0.8103609170133531,0.6
16305,1,1.0,0.4317919465072589,0.5
11672,1,1.0,0.7505799257320668,1.0
19377,1,0.8333333333333334,0.5464069747744493,0.5
16492,1,1.0,0.579337555807356,0.1111111111111111
14506,1,1.0,0.881578709325861,0.5
10274,1,0.875,0.7334295244129758,0.5
18087,1,0.6428571428571429,0.9195076656423394,0.1875
13623,1,0.8,0.6737662006312758,0.1111111111111111
16455,1,1.0,0.759597514589752,1.0
12705,1,1.0,0.7518056530940515,0.3076923076923077
14086,1,1.0,0.5132559412949245,0.4
17913,1,1.0,0.6756909877356917,0.5
18715,1,1.0,0.6265505984826305,0.4285714285714285
15667,1,1.0,0.7636534946283953,0.4444444444444444
9920,1,1.0,0.4607923993077739,1.0
14668,1,1.0,0.6224433702062441,0.25
15784,1,0.7142857142857143,0.7730997345615415,1.0
18237,1,1.0,0.4713009867737225,0.75
19202,1,1.0,0.4583418659519759,0.1666666666666666
14461,1,1.0,0.6319862771145711,0.3333333333333333
13980,1,1.0,0.7477657181084846,0.5454545454545454
17328,1,1.0,0.6811711536986707,0.2857142857142857
19480,1,1.0,0.8539433352776452,0.5
13909,1,1.0,0.6182949343116954,0.2
16276,1,1.0,0.5059574142702074,0.5
10740,1,1.0,0.7843749783308405,0.5
18326,1,1.0,0.6746488698711355,0.0833333333333333
13346,1,1.0,0.7173072408506408,0.6
12356,1,1.0,0.0,0.3333333333333333
10368,1,1.0,0.4218309569180658,0.1818181818181818
16632,1,0.875,0.8282306710887993,0.3333333333333333
10188,1,1.0,0.6589497507437428,0.1666666666666666
16735,1,1.0,0.5741386888896681,0.1666666666666666
9839,1,1.0,0.7667064974051135,0.4
18791,1,1.0,0.8610491945714852,0.5714285714285714
15447,1,1.0,0.8354808500980191,0.375
18800,1,0.8333333333333334,0.7076667845312604,0.25
12321,1,1.0,0.6443294831990622,0.5
17849,1,1.0,0.6694921262712855,0.3333333333333333
12014,1,1.0,0.7893781204463828,1.0
15747,1,1.0,0.7813986338071746,1.0
17923,1,1.0,0.9074099883528564,0.2272727272727272
